NOMBRE|DIRECCION|DESCRIPCION|LAT|LONG|TIPO|URL
Biblioteca Mario Carvajal Universidad del Valle|Universidad Del Valle||3.377619|-76.534290|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Fstatic.panoramio.com%2Fphotos%2Foriginal%2F83636128.jpg&imgrefurl=http%3A%2F%2Fmapio.net%2Fpic%2Fp-83636128%2F&docid=KeowD5GQ3xdWYM&tbnid=cJlYI0sKPtpcaM%3A&vet=10ahUKEwio0NqrheDXAhVK1CYKHU1bDzAQMwglKAEwAQ..i&w=5143&h=1835&client=ubuntu&bih=983&biw=1855&q=biblioteca%20mario%20carvajal&ved=0ahUKEwio0NqrheDXAhVK1CYKHU1bDzAQMwglKAEwAQ&iact=mrc&uact=8
Teatro Municipal Enrique Buenaventura|Carrera 5 # 6-64|El Teatro Municipal Enrique Buenaventura, anteriormente llamado Teatro Municipal de Cali, es un teatro declarado monumento nacional en 1982 que se encuentra en el centro de la ciudad de Santiago de Cali.|3.449643|-76.536093|3.449354|-76.536082|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Fwww.colombia.travel%2Fsites%2Fdefault%2Ffiles%2Fstyles%2Factivity_banner%2Fpublic%2F11cali_actividades_conoce-el-teatro-municipal-enrique-buenaventura.jpg%3Fitok%3DGRLJULEO&imgrefurl=http%3A%2F%2Fwww.colombia.travel%2Fes%2Fa-donde-ir%2Fpacifica%2Fcali%2Factividades%2Fconoce-el-teatro-municipal-enrique-buenaventura&docid=Dv2b4qmlFpYrLM&tbnid=9hwaVTl_iiheHM%3A&vet=10ahUKEwjU6ay_heDXAhUC4yYKHWE0CPYQMwgkKAAwAA..i&w=710&h=330&client=ubuntu&bih=983&biw=1855&q=teatro%20municipal%20enrique%20buenaventura%20cali&ved=0ahUKEwjU6ay_heDXAhUC4yYKHWE0CPYQMwgkKAAwAA&iact=mrc&uact=8
Iglesia la Ermita | Cra. 1 #13-0 | La iglesia La Ermita es un templo católico ubicada en Santiago de Cali, Colombia. Originalmente fue una construcción pajiza de comienzos del siglo XVII, establecida en las cercanías del río Cali | 3.480554 | -76.49872959999999|monumento|https://www.google.com/imgres?imgurl=http%3A%2F%2Fwww.colparques.net%2Fimages%2Fermita%2F5.jpg&imgrefurl=http%3A%2F%2Fwww.colparques.net%2FERMITA&docid=TG548fiC6rEnrM&tbnid=lTTyeHLcTPdYZM%3A&vet=10ahUKEwiFq5fIheDXAhXJ7SYKHTOrBVIQMwhaKAEwAQ..i&w=810&h=456&client=ubuntu&bih=983&biw=1855&q=la%20ermita&ved=0ahUKEwiFq5fIheDXAhXJ7SYKHTOrBVIQMwhaKAEwAQ&iact=mrc&uact=8
Capilla de San Antonio|Carrera 10, Esquina Calle 1 oeste #SN| La Capilla de San Antonio, es de tipo barroco, se encuentra ubicada en la Colina de San Antonio en Santiago de Cali|3.447559 |-76.54167960000001|monumento|https://www.google.com/imgres?imgurl=https%3A%2F%2Fmedia-cdn.tripadvisor.com%2Fmedia%2Fphoto-s%2F02%2Fd4%2F68%2F8d%2Figlesia-de-san-antonio.jpg&imgrefurl=https%3A%2F%2Fwww.tripadvisor.co%2FAttraction_Review-g297475-d1967820-Reviews-Iglesia_de_San_Antonio-Cali_Valle_del_Cauca_Department.html&docid=K5OiAOUMaf0EYM&tbnid=hgtldpwR02ytAM%3A&vet=10ahUKEwj48_bPheDXAhVL4SYKHQRxD58QMwglKAEwAQ..i&w=550&h=412&client=ubuntu&bih=983&biw=1855&q=capilla%20san%20antonio%20cali&ved=0ahUKEwj48_bPheDXAhVL4SYKHQRxD58QMwglKAEwAQ&iact=mrc&uact=8
Plaza de Cayzedo |Carrera 5 con calle 15 | La Plaza de Cayzedo es la plaza principal de la ciudad de Cali, en el Valle del Cauca. Fue conocida como La Plaza Mayor durante la época colonial, hasta 1813 que se denominó como Plaza de la Constitución.|3.4518535|-76.5324511|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Fwww.calitravelguide.info%2Fimages%2Fplaza-caiedo-cali-03.jpg&imgrefurl=http%3A%2F%2Fwww.calitravelguide.info%2Flugares-para-ir-cali%2Fplaza-caicedo-cali.php&docid=spQxuAbl5SZh7M&tbnid=WJASllgiT05caM%3A&vet=10ahUKEwjg7uTcheDXAhUCJCYKHVlrALgQMwglKAEwAQ..i&w=750&h=370&client=ubuntu&bih=983&biw=1855&q=plaza%20caicedo&ved=0ahUKEwjg7uTcheDXAhUCJCYKHVlrALgQMwglKAEwAQ&iact=mrc&uact=8
Complejo religioso la Merced|Cra. 3 #6 - 62 | Complejo religioso ubicado en el lugar de fundación de la ciudad de Santiago de Cali, Colombia. Está conformado por la nave principal de la iglesia dedicada a Nuestra Señora de la Merced (patrona de la ciudad), las capillas auxiliares dedicadas a la Nuestra Señora de los Remedios y al Cristo de Letrán, el convento religioso, el museo de arte religioso y el museo arqueológico. En febrero de 1975 el convento fue declarado Monumento Nacional.|3.45068|-76.5367|monumento|https://www.google.com/imgres?imgurl=http%3A%2F%2Fwww.calitravelguide.info%2Fimages%2Fla-merced-cali-01.jpg&imgrefurl=http%3A%2F%2Fwww.calitravelguide.info%2Flugares-para-ir-cali%2Fla-merced-cali.php&docid=gdYxCS3VfsLiyM&tbnid=qCdsv1qamOMH4M%3A&vet=10ahUKEwjW-vrvieDXAhVKQiYKHQEDB0oQMwgoKAQwBA..i&w=750&h=370&client=ubuntu&bih=983&biw=1855&q=Complejo%20religioso%20la%20Merced&ved=0ahUKEwjW-vrvieDXAhVKQiYKHQEDB0oQMwgoKAQwBA&iact=mrc&uact=8
Cerro de las Tres Cruces | |Cerro tutelar de la ciudad de Cali, Colombia ubicado en el corregimiento de Montebello en el área rural del municipio. Está ubicado al noroccidente de la ciudad y tiene 1480 msnm.|3.467864|-76.545478|monumento|https://www.google.com/imgres?imgurl=http%3A%2F%2Fwww.elpais.com.co%2Ffiles%2Farticle_main%2Fuploads%2F2017%2F02%2F13%2F58a280728da42.jpeg&imgrefurl=http%3A%2F%2Fwww.elpais.com.co%2Fmultimedia%2Fvideos%2Fcerro-de-las-tres-cruces-tambien-pide-a-gritos-atencion-para-su-recuperacion.html&docid=3nIVq0kr0dFSIM&tbnid=Vo__6zotWCPKaM%3A&vet=10ahUKEwio5MmFiuDXAhWB5SYKHXvDAowQMwg7KAIwAg..i&w=980&h=590&client=ubuntu&bih=983&biw=1855&q=cerro%20de%20las%20tres%20cruces%20cali%20&ved=0ahUKEwio5MmFiuDXAhWB5SYKHXvDAowQMwg7KAIwAg&iact=mrc&uact=8
Teatro Municipal Enrique Buenaventura|Carrera 5 # 6-64|El Teatro Municipal Enrique Buenaventura, anteriormente llamado Teatro Municipal de Cali, es un teatro declarado monumento nacional en 1982 que se encuentra en el centro de la ciudad de Santiago de Cali.|3.449354 |-76.536082|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Fwww.cali.gov.co%2Fdagma%2Finfo%2Fprincipal%2Fmedia%2Fpub%2Fthumbs%2Fthpub_700x400_112307.jpg&imgrefurl=http%3A%2F%2Fwww.cali.gov.co%2Fpublicaciones%2Fel_ecoparque_lago_de_las_garzas_cumple_anos_pub&docid=_emjMVyNYdVigM&tbnid=czn49r_osNmF_M%3A&vet=10ahUKEwiohNmniuDXAhVHLyYKHahmBGEQMwgzKA8wDw..i&w=700&h=337&client=ubuntu&bih=983&biw=1855&q=ecoparque%20las%20garzas%20cali&ved=0ahUKEwiohNmniuDXAhVHLyYKHahmBGEQMwgzKA8wDw&iact=mrc&uact=8
Teatro al Aire Libre Los Cristales|Carrera 14A oeste No.6-00|Está situado en el noroccidente de Cali. Tiene un área de 3920 metros cuadrados que corresponden a la construcción arquitectónica del Teatro Al Aire Libre con sus respectivas oficinas, camerinos, concha acústica, graderías para 15.000 personas, batería de baños, vías de acceso, zonas de parqueo, etc.|3.444788|-76.546507|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Flocationcolombia.com%2Fwp-content%2Fuploads%2F2014%2F05%2FCALI-Teatro-Los-Cristales-RICARDO-RESTREPO-2011-3.jpg&imgrefurl=http%3A%2F%2Flocationcolombia.com%2Flocationes%2Fteatro-al-aire-libre-los-cristales%2F&docid=J1B3Ovo2T9rkhM&tbnid=1vqa_BBD8CWtYM%3A&vet=10ahUKEwj_o-vQiuDXAhWD3SYKHULCBk0QMwgpKAUwBQ..i&w=709&h=531&client=ubuntu&bih=983&biw=1855&q=Teatro%20al%20Aire%20Libre%20Los%20Cristales&ved=0ahUKEwj_o-vQiuDXAhWD3SYKHULCBk0QMwgpKAUwBQ&iact=mrc&uact=8
TEATRO LA CONCHA|Calle 4 #10-48, San Antonio|Teatro con un aforo pequeño, bastante acogedor y artesanal. Constantemente presenta muchos eventos de muy buena calidad|3.445883|-76.537907|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Flocationcolombia.com%2Fwp-content%2Fuploads%2F2014%2F05%2FCALI-Teatro-Los-Cristales-RICARDO-RESTREPO-2011-3.jpg&imgrefurl=http%3A%2F%2Flocationcolombia.com%2Flocationes%2Fteatro-al-aire-libre-los-cristales%2F&docid=J1B3Ovo2T9rkhM&tbnid=1vqa_BBD8CWtYM%3A&vet=10ahUKEwjO5t_hiuDXAhWI5iYKHXQmADcQMwhYKCowKg..i&w=709&h=531&client=ubuntu&bih=983&biw=1855&q=Teatro%20la%20concha%20cali&ved=0ahUKEwjO5t_hiuDXAhWI5iYKHXQmADcQMwhYKCowKg&iact=mrc&uact=8
Centro de Eventos Valle del Pacífico|Cl. 15 #26-120|El Centro de Eventos Valle del Pacífico es el espacio multiformato más grande y moderno de Colombia y del Pacífico Latinoamericano.|3.532314|-76.497880|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Fwww.ccc.org.co%2Ffile%2F2015%2F05%2F43.jpg&imgrefurl=http%3A%2F%2Fwww.ccc.org.co%2Frevista-accion-ccc%2Feventos-centro-de-eventos-valle-del-pacifico%2F&docid=3oYh_v11NsQ1yM&tbnid=jPnuJ7hslutNWM%3A&vet=10ahUKEwjd0s6-iuDXAhXCPCYKHVd_AjMQMwgkKAAwAA..i&w=660&h=270&client=ubuntu&bih=983&biw=1855&q=Centro%20de%20Eventos%20Valle%20del%20Pac%C3%ADfico&ved=0ahUKEwjd0s6-iuDXAhXCPCYKHVd_AjMQMwgkKAAwAA&iact=mrc&uact=8
Casa Proartes|Cra. 5 #7-02|Desde 1871 la Casa Proartes ha tenido gran influencia en la vida cultural de Cali. El edificio fue restaurado en 1991 y en él hay salas de exhibición, escenarios y sala de cine.|3.449907|-76.535691|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Fwww.conocecolombia.com%2Fturismo-colombia%2Fcali-turistica%2Fsitios-turisticos%2Fcasa-proartes-cali-colombia%2Fimages%2Fcasa-proartes-cali-colombia.jpg&imgrefurl=http%3A%2F%2Fwww.conocecolombia.com%2Fturismo-colombia%2Fcali-turistica%2Fsitios-turisticos%2Fcasa-proartes-cali-colombia%2F&docid=nlehfukEcXOmXM&tbnid=BEix5VUkAKrhIM%3A&vet=10ahUKEwjvpKeRi-DXAhWC7CYKHYJSAjwQMwglKAEwAQ..i&w=640&h=476&client=ubuntu&bih=983&biw=1855&q=Casa%20Proartes&ved=0ahUKEwjvpKeRi-DXAhWC7CYKHYJSAjwQMwglKAEwAQ&iact=mrc&uact=8
Centro Cultural de Cali|Cra. 5 #6-65, Cali,| Funciona en el Edificio de la FES. Desde 1997 es el centro cultural de la ciudad y sede de las Secretarías Municipales de Turismo y Cultura.|3.449800| -76.536448|cultural|https://www.google.com/imgres?imgurl=http%3A%2F%2Fcdn.colombia.com%2Fsdi%2F2012%2F12%2F26%2Fb31d49cfb68d4df69d5630b6fbca05e0.jpg&imgrefurl=http%3A%2F%2Fwww.colombia.com%2Fturismo%2Fsitios-turisticos%2Fcali%2Fatractivos-turisticos%2Fsdi212%2F53204%2Fcentro-cultural-de-santiago-de-cali-fes&docid=nTRjTAf0JBvclM&tbnid=Oh6eLJFlEXclIM%3A&vet=10ahUKEwjlho-li-DXAhXCKiYKHYKrAQ0QMwgkKAAwAA..i&w=1000&h=550&client=ubuntu&bih=983&biw=1855&q=Centro%20Cultural%20de%20Cali&ved=0ahUKEwjlho-li-DXAhXCKiYKHYKrAQ0QMwgkKAAwAA&iact=mrc&uact=8
Parque Panamericano|Cl. 5|Es un espacio creado como antesala a la unidad deportiva San Fernando donde se aprovecha el manejo de los pisos y el agua como eje central para la realización de eventos masivos de todo tipo.|3.431793|-76.542420|parque|https://i.pinimg.com/originals/e1/ac/1b/e1ac1b4f6ff028a9606fac9eb2330ccf.jpg
Parque Pampalinda|Carrera 59||3.407324|-76.551869|parque|http://www.cali.gov.co/general/publicaciones/42392/guardas_cvicos_recuperan_parque_de_pampalinda/info/principal/media/pub/thumbs/thpub_700X400_42392.jpg
Parque del Ingenio|Cra. 83 #15||3.386081|-76.530314|parque|https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&cad=rja&uact=8&ved=0ahUKEwim396x-9_XAhWC4CYKHUHLDeQQjRwIBw&url=http%3A%2F%2Fwww.elpais.com.co%2Fcali%2Fel-ingenio-un-barrio-verde-del-sur-de-agobiado-por-los-problemas.html&psig=AOvVaw3WeV4d4B6AHH56swzd6yqF&ust=1511913644247478
Parque Del Amor|Cl. 70 Nte. #4 Norte21||3.493814|-76.521929|parque|https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&cad=rja&uact=8&ved=0ahUKEwiPhJrB_N_XAhXC3SYKHeaBCdkQjRwIBw&url=https%3A%2F%2Fes.foursquare.com%2Fv%2Fparque-del-amor%2F4de696aa1838d320575e5175&psig=AOvVaw3C9cfjUOcvLwWnfiG9evVc&ust=1511913881183604
Parque de la Babilla|Carrera 105|Este humedal posee conexión con un fragmento de bosque natural que permite el flujo e intercambio de especies vegetales y de animales.|3.363210| -76.536504|parque|http://www.orgullodecali.com/images/ejemplo/Babilla/Humedal_la_Babilla.jpg
Eco Parque Lago De Las Garzas |Carrera 127 Con Calle 16|Parque frondoso con un lago simple con tortugas, peces y patos, una variedad de aves y un área de pícnic.|3.332164| -76.537081|parque|https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&cad=rja&uact=8&ved=0ahUKEwj9_fTR_9_XAhUMMyYKHU3wDKoQjRwIBw&url=http%3A%2F%2Flocationcolombia.com%2Flocationes%2Fparque-de-las-garzas%2F&psig=AOvVaw1NH3CT0JEycTkgCCbu7mNF&ust=1511914782198976
Parque Del Perro|Cra. 34 #3-2||3.435926| -76.545437|parque|phttps://www.google.com/maps/uv?hl=es&pb=!1s0x8e30a68310300075:0xd88e534efc39f505!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps://kekanto.com.co/biz/parque-del-perro!5sBuscar+con+Google&imagekey=!1e1!2shttps://0.kekantoimg.com/tG272703paSZGzQtxHs1e-KAthU%3D/fit-in/600x600/s3.amazonaws.com/kekanto_pics/pics/512/690512.jpg
Loma de La Cruz.|Cl. 5 #16|La historia del Parque Artesanal Loma de la Cruz comienza en el año de 1987 cuando la empresa Artesanías de Colombia abre una sucursal en el Valle del Cauca, con el fin de proveer un espacio organizado para los artesanos del lugar|3.443300| -76.537037|parque|https://www.google.com/imgres?imgurl=https%3A%2F%2Fi.ytimg.com%2Fvi%2F9rQncFiXams%2Fmaxresdefault.jpg&imgrefurl=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D9rQncFiXams&docid=LvftKc4u6ZblZM&tbnid=woyDHcN4iYEKaM%3A&vet=10ahUKEwify9_LjODXAhXENiYKHdudAmIQMwgtKAAwAA..i&w=1280&h=720&client=ubuntu&bih=983&biw=1855&q=loma%20de%20la%20cruz%20cali&ved=0ahUKEwify9_LjODXAhXENiYKHdudAmIQMwgtKAAwAA&iact=mrc&uact=8
